Ind,match_id,match_round,league_id,league_name,league_round_name,parent_league_id,parent_league_season,match_time_utc,home_team_id,home_team,home_team_color,away_team_id,away_team,away_team_color,id,event_type,team_id,player_id,player_name,x,y,min,min_added,is_blocked,is_on_target,blocked_x,blocked_y,goal_crossed_y,goal_crossed_z,expected_goals,expected_goals_on_target,shot_type,situation,period,is_own_goal,on_goal_shot_x,on_goal_shot_y,on_goal_shot_zoom_ratio,first_name,last_name,team_color
1,3919071,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",8564,Milan,#302028,8600,Udinese,#907850,2445491797,Goal,8600,844504,Rodrigo Becao,102.344824692492,39.5450012834649,2,NA,FALSE,TRUE,NA,NA,34.22875,0.2054736832,0.0860033929347992,0.0499,Header,FromCorner,FirstHalf,FALSE,0.939484126984128,0.0543581172486773,1,Rodrigo,Becao,#907850
2,3919071,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",8564,Milan,#302028,8600,Udinese,#907850,2445495387,AttemptSaved,8564,750027,Brahim Diaz,95.3508786640393,19.3049678881282,7,NA,FALSE,TRUE,103.0086206898,31.02625,34.305,0.4045263138,0.054140031337738,0.0254,RightFoot,RegularPlay,FirstHalf,FALSE,0.919312169312169,0.107017543333333,1,Brahim,Diaz,#302028
3,3919071,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",8564,Milan,#302028,8600,Udinese,#907850,2445498401,Goal,8564,724371,Theo Hernández,94,34,11,NA,FALSE,TRUE,NA,NA,36.44,1.1365263102,0.7884,0.9863,LeftFoot,Penalty,FirstHalf,FALSE,0.354497354497353,0.300668336031746,1,Theo,Hernández,#302028
4,3919071,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",8564,Milan,#302028,8600,Udinese,#907850,2445501225,Goal,8564,265725,Ante Rebic,94,32.0175011634827,15,NA,FALSE,TRUE,NA,NA,34.305,0.3274736826,0.0750552415847778,0.0336,RightFoot,RegularPlay,FirstHalf,FALSE,0.919312169312169,0.0866332493650794,1,Ante,Rebic,#302028
5,3919071,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",8564,Milan,#302028,8600,Udinese,#907850,2445503567,Miss,8564,848844,Rafael Leao,78.7684431662689,43.3001284525871,18,NA,FALSE,FALSE,NA,NA,36.97375,7.2350344976,0.033549427986145,NA,LeftFoot,RegularPlay,FirstHalf,FALSE,0.721636675728868,0.677248677248677,0.35383383463468,Rafael,Leao,#302028
6,3919071,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",8564,Milan,#302028,8600,Udinese,#907850,2445504983,Miss,8600,534484,Isaac Success,98.5350847743214,21.6170706018436,20,NA,FALSE,FALSE,101.9655172416,30.72125,45.1918471296,0.2696842092,0.0306465029716492,NA,RightFoot,ThrowInSetPiece,FirstHalf,FALSE,0,0.0240964879234942,0.337745856982153,Isaac,Success,#907850
7,3919071,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",8564,Milan,#302028,8600,Udinese,#907850,2445509429,AttemptSaved,8600,251925,Gerard Deulofeu,91.8000030517578,22.8782165647,28,NA,TRUE,TRUE,94.4824561388,23.0884076476,30.87375,1.219999994,0.140805602073669,NA,RightFoot,FastBreak,FirstHalf,FALSE,1.82705026455026,0.322751321164021,1,Gerard,Deulofeu,#907850
8,3919071,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",8564,Milan,#302028,8600,Udinese,#907850,2445510557,Miss,8564,609624,Ismael Bennacer,81.6966053793311,17.2030570591282,30,NA,FALSE,FALSE,NA,NA,26.2275,0.802631575,0.0326949954032898,NA,LeftFoot,FreeKick,FirstHalf,FALSE,2,0.103265561273722,0.486330009649405,Ismael,Bennacer,#302028
9,3919071,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",8564,Milan,#302028,8600,Udinese,#907850,2445528633,Goal,8600,500502,Adam Masina,94.0964897540607,37.7799999084473,45,4,FALSE,TRUE,NA,NA,36.8975,0.2054736832,0.034981906414032,0.2814,Header,RegularPlay,FirstHalf,FALSE,0.233465608465608,0.0543581172486773,1,Adam,Masina,#907850
10,3919071,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",8564,Milan,#302028,8600,Udinese,#907850,2445545899,Goal,8564,750027,Brahim Diaz,103.862071859508,32.2462505817413,46,NA,FALSE,TRUE,NA,NA,31.56,1.0979999946,0.764903545379639,0.9925,LeftFoot,RegularPlay,SecondHalf,FALSE,1.64550264550265,0.290476189047619,1,Brahim,Diaz,#302028
11,3919071,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",8564,Milan,#302028,8600,Udinese,#907850,2445552025,Miss,8600,534484,Isaac Success,78.7684431662689,51.2173227012257,52,NA,FALSE,FALSE,NA,NA,39.460952382,4.4630344888,0.0320630669593811,NA,RightFoot,RegularPlay,SecondHalf,FALSE,0.171321040312659,0.677248677248677,0.573600765672846,Isaac,Success,#907850
12,3919071,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",8564,Milan,#302028,8600,Udinese,#907850,2445555853,Miss,8564,265725,Ante Rebic,92.3000030517578,50.0963046615129,57,NA,FALSE,FALSE,NA,NA,35.22,5.9142069072,0.0476740002632141,NA,LeftFoot,FromCorner,SecondHalf,FALSE,0.860295150438934,0.677248677248677,0.432856009295758,Ante,Rebic,#302028
13,3919071,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",8564,Milan,#302028,8600,Udinese,#907850,2445559335,Miss,8564,724371,Theo Hernández,76.9665031375344,35.0675011634827,63,NA,FALSE,FALSE,NA,NA,37.684,4.0980689704,0.0497823357582092,NA,LeftFoot,FreeKick,SecondHalf,FALSE,0.391180542590869,0.677248677248677,0.624684459556601,Theo,Hernández,#302028
14,3919071,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",8564,Milan,#302028,8600,Udinese,#907850,2445561619,Goal,8564,265725,Ante Rebic,97.4736827375607,33.3137488365173,68,NA,FALSE,TRUE,NA,NA,36.97375,1.9070526222,0.258682519197464,0.9731,LeftFoot,RegularPlay,SecondHalf,FALSE,0.21329365079365,0.504511275714286,1,Ante,Rebic,#302028
15,3919071,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",8564,Milan,#302028,8600,Udinese,#907850,2445568319,Miss,8564,848844,Rafael Leao,90.9000015258789,25.9962495589256,75,NA,FALSE,FALSE,NA,NA,35.75375,3.7417931072,0.034824401140213,NA,LeftFoot,RegularPlay,SecondHalf,FALSE,0.682578690564309,0.677248677248677,0.684163962746636,Rafael,Leao,#302028
16,3919071,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",8564,Milan,#302028,8600,Udinese,#907850,2445571435,AttemptSaved,8564,921341,Alexis Saelemaekers,85.1720604608759,23.4387255845564,78,NA,TRUE,TRUE,87.2117647056,26.2853125,33.00875,1.219999994,0.0260298848152161,NA,RightFoot,RegularPlay,SecondHalf,FALSE,1.26223544973545,0.322751321164021,1,Alexis,Saelemaekers,#302028
17,3919071,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",8564,Milan,#302028,8600,Udinese,#907850,2445572231,Miss,8564,921341,Alexis Saelemaekers,82.2597121753311,26.6321883821487,79,NA,FALSE,FALSE,NA,NA,35.44875,6.0271724248,0.00647714734077454,NA,LeftFoot,FromCorner,SecondHalf,FALSE,0.837209896778989,0.677248677248677,0.424743116600808,Alexis,Saelemaekers,#302028
18,3919071,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",8564,Milan,#302028,8600,Udinese,#907850,2445574013,AttemptSaved,8564,46469,Olivier Giroud,90.5,30.4162494182587,81,NA,TRUE,TRUE,92.6,33.695,33.92375,1.219999994,0.0853364169597626,NA,LeftFoot,FastBreak,SecondHalf,FALSE,1.02017195767196,0.322751321164021,1,Olivier,Giroud,#302028
19,3919071,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",8564,Milan,#302028,8600,Udinese,#907850,2445579465,Miss,8564,921341,Alexis Saelemaekers,96.6052602123214,21.7571985249871,86,NA,FALSE,FALSE,NA,NA,29.379523808,3.9764137976,0.0683147013187408,NA,RightFoot,RegularPlay,SecondHalf,FALSE,1.78694309711421,0.677248677248677,0.643796176732188,Alexis,Saelemaekers,#302028
20,3919071,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",8564,Milan,#302028,8600,Udinese,#907850,2445581501,AttemptSaved,8600,1050178,Lazar Samardzic,82.0344643015344,35.6775005817413,88,NA,FALSE,TRUE,102.7241379312,33.39,34.53375,0.9759999952,0.0360830724239349,0.0233,LeftFoot,RegularPlay,SecondHalf,FALSE,0.858796296296295,0.258201056931217,1,Lazar,Samardzic,#907850
21,3919071,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",8564,Milan,#302028,8600,Udinese,#907850,2445581921,Miss,8600,1178363,Brandon Soppy,86.352941176,61.1783876207391,89,NA,FALSE,FALSE,NA,NA,31.63625,7.4783448432,0.0234484076499939,NA,RightFoot,RegularPlay,SecondHalf,FALSE,1.21406428754114,0.677248677248677,0.342321737453414,Brandon,Soppy,#907850
22,3919071,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",8564,Milan,#302028,8600,Udinese,#907850,2445585945,Miss,8600,557346,Sandi Lovric,81.5839771462689,35.525,90,3,FALSE,FALSE,NA,NA,27.278333333,0.4430526294,0.0522030889987946,NA,RightFoot,RegularPlay,SecondHalf,FALSE,2,0.0659141030564883,0.562360525635391,Sandi,Lovric,#907850
23,3919071,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",8564,Milan,#302028,8600,Udinese,#907850,2445587885,AttemptSaved,8600,1178363,Brandon Soppy,100.448272968492,39.62904762,90,6,FALSE,TRUE,103.2931034484,36.745,34.38125,0.2054736832,0.0512197613716125,0.0359,Header,RegularPlay,SecondHalf,FALSE,0.899140211640211,0.0543581172486773,1,Brandon,Soppy,#907850
24,3919073,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",9882,Sampdoria,#0888D0,8524,Atalanta,#1878B8,2445490801,AttemptSaved,9882,847357,Mehdi Leris,92.4000015258789,33.5425011634827,1,NA,TRUE,TRUE,93.2,32.475,34.99125,1.219999994,0.220078408718109,NA,RightFoot,RegularPlay,FirstHalf,FALSE,0.73776455026455,0.322751321164021,1,Mehdi,Leris,#0888D0
25,3919073,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",9882,Sampdoria,#0888D0,8524,Atalanta,#1878B8,2445493277,Miss,8524,116555,Duvan Zapata,94.0964897540607,18.2540124736282,5,NA,FALSE,FALSE,NA,NA,33.92375,4.4630344888,0.019666314125061,NA,RightFoot,RegularPlay,FirstHalf,FALSE,1.01157065036576,0.677248677248677,0.573600765672846,Duvan,Zapata,#1878B8
26,3919073,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",9882,Sampdoria,#0888D0,8524,Atalanta,#1878B8,2445505851,Post,8524,759097,Joakim Mæhle,102.724136484246,36.0587505817413,22,NA,FALSE,FALSE,NA,NA,37.708,0.2054736832,0.834416627883911,NA,RightFoot,RegularPlay,FirstHalf,FALSE,0.0190476190476195,0.0543581172486773,1,Joakim,Mæhle,#1878B8
27,3919073,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",9882,Sampdoria,#0888D0,8524,Atalanta,#1878B8,2445508189,Goal,8524,127374,Rafael Toloi,103.293100554492,36.2112511634827,26,NA,FALSE,TRUE,NA,NA,35.44875,0.2054736832,0.791334390640259,0.9789,RightFoot,RegularPlay,FirstHalf,FALSE,0.616732804232803,0.0543581172486773,1,Rafael,Toloi,#1878B8
28,3919073,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",9882,Sampdoria,#0888D0,8524,Atalanta,#1878B8,2445511517,AttemptSaved,8524,116555,Duvan Zapata,92.9000015258789,48.7650934007257,31,NA,FALSE,TRUE,103.3879310346,35.29625,35.9825,0.0834736838,0.0362238883972168,0.1064,RightFoot,RegularPlay,FirstHalf,FALSE,0.4755291005291,0.0220829851322751,1,Duvan,Zapata,#1878B8
29,3919073,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",9882,Sampdoria,#0888D0,8524,Atalanta,#1878B8,2445512435,AttemptSaved,9882,769644,Abdelhamid Sabiri,88.6999969482422,22.3177075448436,33,NA,FALSE,TRUE,103.7672413794,31.865,30.56875,0.1219999994,0.0382048487663269,0.344,LeftFoot,RegularPlay,FirstHalf,FALSE,1.9077380952381,0.0322751321164021,1,Abdelhamid,Sabiri,#0888D0
30,3919073,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",9882,Sampdoria,#0888D0,8524,Atalanta,#1878B8,2445516571,AttemptSaved,8524,446266,Mario Pasalic,79.3315499622689,25.7650008821487,37,NA,TRUE,TRUE,82.1470873792,24.349554145,35.83,0.8925263114,0.0166734158992767,NA,RightFoot,RegularPlay,FirstHalf,FALSE,0.515873015873016,0.236118071798942,1,Mario,Pasalic,#1878B8
31,3919073,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",9882,Sampdoria,#0888D0,8524,Atalanta,#1878B8,2445520081,AttemptSaved,9882,769644,Abdelhamid Sabiri,73.0247555655344,54.0198704732257,41,NA,TRUE,TRUE,95.1578947355,38.368333335,32.70375,1.219999994,0.0135890543460846,NA,RightFoot,SetPiece,FirstHalf,FALSE,1.34292328042328,0.322751321164021,1,Abdelhamid,Sabiri,#0888D0
32,3919073,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",9882,Sampdoria,#0888D0,8524,Atalanta,#1878B8,2445524989,AttemptSaved,9882,769644,Abdelhamid Sabiri,77.7548578073311,35.0675011634827,45,0,TRUE,TRUE,81.471359224,32.475,34.305,1.219999994,0.0198512077331543,NA,RightFoot,RegularPlay,FirstHalf,FALSE,0.919312169312169,0.322751321164021,1,Abdelhamid,Sabiri,#0888D0
33,3919073,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",9882,Sampdoria,#0888D0,8524,Atalanta,#1878B8,2445526379,Miss,9882,769644,Abdelhamid Sabiri,76.2907767008,27.53047619,45,2,FALSE,FALSE,NA,NA,30.34,3.8547586248,0.0378806889057159,NA,RightFoot,FreeKick,FirstHalf,FALSE,1.64303122451896,0.677248677248677,0.664114215486793,Abdelhamid,Sabiri,#0888D0
34,3919073,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",9882,Sampdoria,#0888D0,8524,Atalanta,#1878B8,2445550997,AttemptSaved,8524,446266,Mario Pasalic,102.629310345,43.4402537030129,56,NA,TRUE,TRUE,102.9137931036,42.4084375,35.525,1.219999994,0.0841213166713715,NA,LeftFoot,RegularPlay,SecondHalf,FALSE,0.596560846560845,0.322751321164021,1,Mario,Pasalic,#1878B8
35,3919073,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",9882,Sampdoria,#0888D0,8524,Atalanta,#1878B8,2445557421,AttemptSaved,9882,722983,Fabio Depaoli,94.4824561388,26.69,64,NA,TRUE,TRUE,101.0172413796,31.63625,37.27875,1.4254736772,0.111506789922714,NA,LeftFoot,RegularPlay,SecondHalf,FALSE,0.13260582010582,0.377109438412698,1,Fabio,Depaoli,#0888D0
36,3919073,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",9882,Sampdoria,#0888D0,8524,Atalanta,#1878B8,2445557689,Miss,9882,769644,Abdelhamid Sabiri,95.7368450487786,35.2199988365173,64,NA,FALSE,FALSE,NA,NA,54.7503317458,0.5329473658,0.0900192558765411,NA,Header,RegularPlay,SecondHalf,FALSE,-2.22044604925031E-16,0.0256837997738456,0.182165762278239,Abdelhamid,Sabiri,#0888D0
37,3919073,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",9882,Sampdoria,#0888D0,8524,Atalanta,#1878B8,2445559055,AttemptSaved,8524,866516,Teun Koopmeiners,87.7485326877518,15.1712101917,67,NA,TRUE,TRUE,89.2,19.5151592383,34.4575,1.219999994,0.0279208123683929,NA,LeftFoot,SetPiece,SecondHalf,FALSE,0.878968253968253,0.322751321164021,1,Teun,Koopmeiners,#1878B8
38,3919073,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",9882,Sampdoria,#0888D0,8524,Atalanta,#1878B8,2445559073,Miss,8524,759097,Joakim Mæhle,86.6750032757518,42.2349991178513,67,NA,FALSE,FALSE,NA,NA,33.31375,6.3921379432,0.0313264727592468,NA,RightFoot,SetPiece,SecondHalf,FALSE,1.07270836594763,0.677248677248677,0.40049198292464,Joakim,Mæhle,#1878B8
39,3919073,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",9882,Sampdoria,#0888D0,8524,Atalanta,#1878B8,2445560417,Post,9882,769644,Abdelhamid Sabiri,87.5338218911241,40.3014279307676,70,NA,FALSE,FALSE,NA,NA,30.292,0.770526312,0.131779879331589,NA,RightFoot,FreeKick,SecondHalf,FALSE,1.98095238095238,0.20384293968254,1,Abdelhamid,Sabiri,#0888D0
40,3919073,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",9882,Sampdoria,#0888D0,8524,Atalanta,#1878B8,2445566601,AttemptSaved,9882,769644,Abdelhamid Sabiri,82.3723318160656,47.9943938325129,78,NA,TRUE,TRUE,81.0208737872,48.3447133731,34.07625,1.219999994,0.021729588508606,NA,RightFoot,RegularPlay,SecondHalf,FALSE,0.979828042328042,0.322751321164021,1,Abdelhamid,Sabiri,#0888D0
41,3919073,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",9882,Sampdoria,#0888D0,8524,Atalanta,#1878B8,2445566733,Miss,9882,39540,Fabio Quagliarella,96.2193011892786,43.7905721745129,78,NA,FALSE,FALSE,NA,NA,28.37095238,0.0898947364,0.099373459815979,NA,LeftFoot,RegularPlay,SecondHalf,FALSE,2,0.0159697949757263,0.671516792035951,Fabio,Quagliarella,#0888D0
42,3919073,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",9882,Sampdoria,#0888D0,8524,Atalanta,#1878B8,2445571283,Post,9882,39540,Fabio Quagliarella,96.7017573297786,45.0517208100871,83,NA,FALSE,FALSE,NA,NA,32.3225,2.497,0.186328798532486,NA,RightFoot,RegularPlay,SecondHalf,FALSE,1.44378306878307,0.66058201058201,1,Fabio,Quagliarella,#0888D0
43,3919073,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 16:30 UTC",9882,Sampdoria,#0888D0,8524,Atalanta,#1878B8,2445583799,Goal,8524,690516,Ademola Lookman,96.3157909450393,28.5390482592324,90,5,FALSE,TRUE,NA,NA,34.915,0.1219999994,0.329166293144226,0.5922,LeftFoot,FastBreak,SecondHalf,FALSE,0.757936507936506,0.0322751321164021,1,Ademola,Lookman,#1878B8
44,3919077,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 18:45 UTC",9888,Lecce,#ED1921,8636,Inter,#1c1b1b,2445606069,Goal,8636,181276,Romelu Lukaku,102.818962623492,34.9150005817413,2,NA,FALSE,TRUE,NA,NA,34.22875,1.380526309,0.592812120914459,0.9059,Header,RegularPlay,FirstHalf,FALSE,0.939484126984128,0.36521860026455,1,Romelu,Lukaku,#1c1b1b
45,3919077,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 18:45 UTC",9888,Lecce,#ED1921,8636,Inter,#1c1b1b,2445611627,Miss,8636,690230,Lautaro Martinez,78.0927167295344,34.5337505817413,7,NA,FALSE,FALSE,NA,NA,25.9384375,3.8547586248,0.0233707427978516,NA,RightFoot,RegularPlay,FirstHalf,FALSE,2,0.478165197478777,0.468891731596698,Lautaro,Martinez,#1c1b1b
46,3919077,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 18:45 UTC",9888,Lecce,#ED1921,8636,Inter,#1c1b1b,2445613769,AttemptSaved,8636,304733,Hakan Calhanoglu,77.0791227782689,34.0762488365173,10,NA,FALSE,TRUE,103.6724137932,33.8475,34.22875,0.770526312,0.0197385549545288,0.0125,RightFoot,RegularPlay,FirstHalf,FALSE,0.939484126984128,0.20384293968254,1,Hakan,Calhanoglu,#1c1b1b
47,3919077,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 18:45 UTC",9888,Lecce,#ED1921,8636,Inter,#1c1b1b,2445618631,AttemptSaved,9888,507007,Assan Ceesay,96.7017573297786,50.7268789793,16,NA,TRUE,TRUE,97.8596491223,48.6950318446,36.745,1.219999994,0.0393968224525452,NA,LeftFoot,RegularPlay,FirstHalf,FALSE,0.273809523809523,0.322751321164021,1,Assan,Ceesay,#ED1921
48,3919077,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 18:45 UTC",9888,Lecce,#ED1921,8636,Inter,#1c1b1b,2445622247,AttemptSaved,8636,541820,Nicolo Barella,93.5999984741211,43.5103190009436,20,NA,FALSE,TRUE,103.9568965518,34.53375,33.77125,1.4639999928,0.0387142300605774,0.0328,RightFoot,RegularPlay,FirstHalf,FALSE,1.06051587301587,0.387301585396825,1,Nicolo,Barella,#1c1b1b
49,3919077,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 18:45 UTC",9888,Lecce,#ED1921,8636,Inter,#1c1b1b,2445624893,AttemptSaved,8636,206508,Marcelo Brozovic,86.5676437822482,35.6775005817413,23,NA,TRUE,TRUE,95.7368421041,35.0675,34.4575,1.219999994,0.0544854402542114,NA,RightFoot,RegularPlay,FirstHalf,FALSE,0.878968253968253,0.322751321164021,1,Marcelo,Brozovic,#1c1b1b
50,3919077,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 18:45 UTC",9888,Lecce,#ED1921,8636,Inter,#1c1b1b,2445640273,AttemptSaved,9888,836436,Gabriel Strefezza,96.5087704565607,47.7141379862257,39,NA,FALSE,TRUE,103.577586207,37.05,35.0675,0.2825263144,0.0652213096618652,0.0448,RightFoot,RegularPlay,FirstHalf,FALSE,0.717592592592592,0.0747424112169312,1,Gabriel,Strefezza,#ED1921
51,3919077,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 18:45 UTC",9888,Lecce,#ED1921,8636,Inter,#1c1b1b,2445643531,Miss,9888,438507,Federico Di Francesco,96.1228040718214,34.3050011634827,43,NA,FALSE,FALSE,NA,NA,26.858095238,5.427586216,0.108231574296951,NA,Header,RegularPlay,FirstHalf,FALSE,1.89115959850476,0.677248677248677,0.471664548128847,Federico,Di Francesco,#ED1921
52,3919077,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 18:45 UTC",9888,Lecce,#ED1921,8636,Inter,#1c1b1b,2445647509,AttemptSaved,9888,645576,Kristijan Bistrovic,79.5567978360656,50.3064978825871,45,3,TRUE,TRUE,89.7,44.7714649638,35.6775,1.219999994,0.0321418344974518,NA,RightFoot,FreeKick,FirstHalf,FALSE,0.556216931216931,0.322751321164021,1,Kristijan,Bistrovic,#ED1921
53,3919077,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 18:45 UTC",9888,Lecce,#ED1921,8636,Inter,#1c1b1b,2445647915,Miss,9888,645576,Kristijan Bistrovic,80.5703917873311,37.5074988365173,45,3,FALSE,FALSE,NA,NA,24.349554145,5.1842758704,0.015869677066803,NA,LeftFoot,RegularPlay,FirstHalf,FALSE,2,0.537205839843552,0.391691747386111,Kristijan,Bistrovic,#ED1921
54,3919077,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 18:45 UTC",9888,Lecce,#ED1921,8636,Inter,#1c1b1b,2445664421,Goal,9888,507007,Assan Ceesay,99.0175409148214,46.3829320708743,48,NA,FALSE,TRUE,NA,NA,31.17875,0.0834736838,0.0728299021720886,0.91,LeftFoot,FastBreak,SecondHalf,FALSE,1.74636243386244,0.0220829851322751,1,Assan,Ceesay,#ED1921
55,3919077,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 18:45 UTC",9888,Lecce,#ED1921,8636,Inter,#1c1b1b,2445668515,Miss,9888,836436,Gabriel Strefezza,83.7237846895344,54.9471079962391,53,NA,FALSE,FALSE,NA,NA,27.362380952,2.7685517248,0.0302298963069916,NA,RightFoot,RegularPlay,SecondHalf,FALSE,2,0.417100123520074,0.569481311395682,Gabriel,Strefezza,#ED1921
56,3919077,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 18:45 UTC",9888,Lecce,#ED1921,8636,Inter,#1c1b1b,2445669569,AttemptSaved,8636,541820,Nicolo Barella,79.7820371175344,32.85625,54,NA,FALSE,TRUE,103.6724137932,34.1525,33.77125,1.219999994,0.0230300426483154,0.0216,RightFoot,RegularPlay,SecondHalf,FALSE,1.06051587301587,0.322751321164021,1,Nicolo,Barella,#1c1b1b
57,3919077,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 18:45 UTC",9888,Lecce,#ED1921,8636,Inter,#1c1b1b,2445675285,AttemptSaved,9888,645576,Kristijan Bistrovic,85.7088251668759,34.2287494182587,61,NA,FALSE,TRUE,103.103448276,33.8475,35.75375,1.3419999934,0.131195664405823,0.2193,RightFoot,FreeKick,SecondHalf,FALSE,0.536044973544974,0.355026453280423,1,Kristijan,Bistrovic,#ED1921
58,3919077,1,55,Serie A,Serie A Round 1,55,2022/2023,"Sat, Aug 13, 2022, 18:45 UTC",9888,Lecce,#ED1921,8636,Inter,#1c1b1b,2445676501,AttemptSaved,8636,605224,Federico Dimarco,94.5789458945607,47.7141379862257,62,NA,FALSE,TRUE,104.9051724138,35.3725,35.0675,0.7319999964,0.0254827439785004,0.028,LeftFoot,RegularPlay,SecondHalf,FALSE,0.717592592592592,0.193650792698413,1,Federico,Dimarco,#1c1b1b
