Ind,Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Cmp_Total,Att_Total,Cmp_percent_Total,TotDist_Total,PrgDist_Total,Cmp_Short,Att_Short,Cmp_percent_Short,Cmp_Medium,Att_Medium,Cmp_percent_Medium,Cmp_Long,Att_Long,Cmp_percent_Long,Ast,xAG,xA,A_minus_xAG,KP,Final_Third,PPA,CrsPA,Prog,Url
1076,2023,Leeds United,Premier League,Luke Ayling,ENG,DF,31-081,1991,1.8,68,89,76.4,1249,540,33,36,91.7,27,32,84.4,8,15,53.3,1,0.1,0.2,0.9,1,6,6,3,8,https://fbref.com/en/players/420d7c7d/Luke-Ayling
1077,2023,Leeds United,Premier League,Patrick Bamford,ENG,FW,29-070,1993,4.8,59,80,73.8,598,122,39,52,75,10,15,66.7,0,1,0,1,0.3,0.2,0.7,4,4,3,0,4,https://fbref.com/en/players/93feac6e/Patrick-Bamford
1078,2023,Leeds United,Premier League,Liam Cooper,SCO,DF,31-076,1991,7.5,291,374,77.8,5470,2188,103,120,85.8,162,191,84.8,23,52,44.2,0,0.4,0.1,-0.4,3,18,0,0,14,https://fbref.com/en/players/dc64b8b3/Liam-Cooper
1079,2023,Leeds United,Premier League,Cody Drameh,ENG,DF,20-341,2001,0.8,30,38,78.9,457,153,17,21,81,11,12,91.7,2,5,40,0,0,0,0,0,2,0,0,2,https://fbref.com/en/players/e0d1510a/Cody-Drameh
1080,2023,Leeds United,Premier League,Mateo Fernández,ESP,MF,19-026,2003,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/6ad43f9a/Mateo-Fernandez
1081,2023,Leeds United,Premier League,Junior Firpo,ESP,DF,26-084,1996,1.3,46,68,67.6,751,228,20,27,74.1,23,28,82.1,2,6,33.3,0,0.1,0,-0.1,2,6,0,0,3,https://fbref.com/en/players/24f59bb2/Junior-Firpo
1082,2023,Leeds United,Premier League,Adam Forshaw,ENG,MF,31-037,1991,0.6,18,22,81.8,270,118,13,13,100,2,2,100,2,6,33.3,0,0.4,0.2,-0.4,1,2,0,0,1,https://fbref.com/en/players/9f1938ab/Adam-Forshaw
1083,2023,Leeds United,Premier League,Joe Gelhardt,ENG,FW,20-194,2002,1.9,39,53,73.6,470,116,20,23,87,10,14,71.4,2,2,100,1,0.1,0.4,0.9,1,3,1,0,4,https://fbref.com/en/players/01962d0d/Joe-Gelhardt
1084,2023,Leeds United,Premier League,Degnand Gnonto,ITA,"FW,MF",19-009,2003,1.2,20,31,64.5,283,99,10,13,76.9,9,10,90,0,1,0,1,0.6,0.5,0.4,3,0,3,2,1,https://fbref.com/en/players/75fdd638/Degnand-Gnonto
1085,2023,Leeds United,Premier League,Sam Greenwood,ENG,"MF,FW",20-292,2002,2.1,62,95,65.3,1090,424,31,36,86.1,21,28,75,8,27,29.6,1,0.3,0.3,0.7,6,8,1,0,6,https://fbref.com/en/players/f3354c07/Sam-Greenwood
1086,2023,Leeds United,Premier League,Jack Harrison,ENG,"FW,MF",25-359,1996,10.4,267,419,63.7,3677,1315,168,200,84,68,120,56.7,15,51,29.4,3,1.9,1.7,1.1,22,18,15,4,26,https://fbref.com/en/players/aa849a12/Jack-Harrison
1087,2023,Leeds United,Premier League,Daniel James,WAL,FW,25-004,1997,2.2,24,40,60,256,66,18,22,81.8,5,10,50,0,3,0,0,0.3,0.3,-0.3,1,1,3,1,2,https://fbref.com/en/players/c931d9f9/Daniel-James
1088,2023,Leeds United,Premier League,Mateusz Klich,POL,"MF,FW",32-154,1990,2.2,86,120,71.7,1152,308,47,52,90.4,24,30,80,4,16,25,0,0.2,0.2,-0.2,5,4,5,0,9,https://fbref.com/en/players/282679b4/Mateusz-Klich
1089,2023,Leeds United,Premier League,Robin Koch,GER,DF,26-120,1996,13.5,551,711,77.5,10981,4689,162,188,86.2,320,369,86.7,63,127,49.6,0,0,0.1,0,0,57,1,0,37,https://fbref.com/en/players/ea6bc03a/Robin-Koch
1090,2023,Leeds United,Premier League,Diego Llorente,ESP,DF,29-090,1993,7,348,419,83.1,6829,2242,115,127,90.6,198,221,89.6,33,59,55.9,0,0,0,0,0,17,0,0,19,https://fbref.com/en/players/bba30585/Diego-Llorente
1091,2023,Leeds United,Premier League,Illan Meslier,FRA,GK,22-257,2000,14,263,423,62.2,6246,3849,65,66,98.5,142,146,97.3,56,209,26.8,0,0,0,0,0,3,1,0,0,https://fbref.com/en/players/6b625ac2/Illan-Meslier
1092,2023,Leeds United,Premier League,Rasmus Nissen,DEN,DF,25-126,1997,11.6,458,653,70.1,7486,3190,219,271,80.8,202,275,73.5,26,69,37.7,1,0.8,0.7,0.2,7,34,13,2,37,https://fbref.com/en/players/39769cff/Rasmus-Nissen
1093,2023,Leeds United,Premier League,Marc Roca,ESP,MF,25-353,1996,11.5,488,617,79.1,8139,3392,245,281,87.2,182,217,83.9,46,81,56.8,1,0.5,0.4,0.5,11,86,8,0,68,https://fbref.com/en/players/da27e268/Marc-Roca
1094,2023,Leeds United,Premier League,Rodrigo,ESP,"FW,MF",31-253,1991,9.8,194,276,70.3,2911,527,96,121,79.3,62,88,70.5,17,31,54.8,1,1.2,0.5,-0.2,10,17,6,1,9,https://fbref.com/en/players/1fb1c435/Rodrigo
1095,2023,Leeds United,Premier League,Luis Sinisterra,COL,FW,23-150,1999,5,162,195,83.1,2297,597,82,95,86.3,53,59,89.8,8,10,80,0,0.2,0.4,-0.2,4,11,8,1,21,https://fbref.com/en/players/8e16dd48/Luis-Sinisterra
1096,2023,Leeds United,Premier League,Pascal Struijk,NED,DF,23-095,1999,12.9,559,702,79.6,7964,3719,326,370,88.1,190,237,80.2,23,54,42.6,1,2.3,1,-1.3,12,56,9,2,47,https://fbref.com/en/players/f4d296e4/Pascal-Struijk
1097,2023,Leeds United,Premier League,Crysencio Summerville,NED,"FW,MF",21-015,2001,5.3,121,162,74.7,1480,426,85,103,82.5,27,34,79.4,3,12,25,0,0.3,0.3,-0.3,5,9,6,1,13,https://fbref.com/en/players/df04eb4b/Crysencio-Summerville
1098,2023,Leicester City,Premier League,Marc Albrighton,ENG,MF,32-361,1989,0.3,13,20,65,150,40,10,15,66.7,3,3,100,0,0,NA,0,0,0,0,0,1,0,0,1,https://fbref.com/en/players/b827d5b3/Marc-Albrighton
1099,2023,Leicester City,Premier League,Daniel Amartey,GHA,DF,27-328,1994,10.2,587,646,90.9,10290,3731,256,274,93.4,280,298,94,43,61,70.5,0,0.5,0.4,-0.5,4,39,1,0,29,https://fbref.com/en/players/1a4ef233/Daniel-Amartey
1100,2023,Leicester City,Premier League,Harvey Barnes,ENG,MF,24-340,1997,12.1,231,321,72,2884,896,148,181,81.8,58,91,63.7,7,15,46.7,0,0.6,0.7,-0.6,6,18,14,0,31,https://fbref.com/en/players/3ea50f67/Harvey-Barnes
1101,2023,Leicester City,Premier League,Timothy Castagne,BEL,DF,26-344,1995,13.2,558,704,79.3,7786,2460,360,408,88.2,155,199,77.9,24,53,45.3,2,1.1,1.3,0.9,10,30,12,5,30,https://fbref.com/en/players/197640fd/Timothy-Castagne
1102,2023,Leicester City,Premier League,Patson Daka,ZAM,FW,24-036,1998,7.1,93,141,66,1139,268,57,77,74,27,40,67.5,1,4,25,2,1.8,1.2,0.2,9,5,5,1,9,https://fbref.com/en/players/ca45605e/Patson-Daka
1103,2023,Leicester City,Premier League,Kiernan Dewsbury-Hall,ENG,MF,24-069,1998,12.6,451,602,74.9,7458,1847,229,274,83.6,162,206,78.6,44,84,52.4,2,2.1,1.1,-0.1,23,65,13,1,45,https://fbref.com/en/players/5c74c0f5/Kiernan-Dewsbury-Hall
1104,2023,Leicester City,Premier League,Jonny Evans,NIR,DF,34-315,1988,9,600,672,89.3,12037,4584,171,185,92.4,359,379,94.7,64,91,70.3,0,0,0.1,0,1,40,1,0,28,https://fbref.com/en/players/f8fcd2a5/Jonny-Evans
1105,2023,Leicester City,Premier League,Wout Faes,BEL,DF,24-225,1998,9,544,633,85.9,10311,3526,177,204,86.8,316,339,93.2,43,77,55.8,0,0.3,0.1,-0.3,2,24,2,0,17,https://fbref.com/en/players/9c221d14/Wout-Faes
1106,2023,Leicester City,Premier League,Wesley Fofana,FRA,DF,21-332,2000,2,117,140,83.6,1995,559,44,44,100,64,74,86.5,6,13,46.2,0,0,0,0,0,16,0,0,4,https://fbref.com/en/players/132a82f1/Wesley-Fofana
1107,2023,Leicester City,Premier League,Kelechi Iheanacho,NGA,"FW,MF",26-042,1996,2.4,59,74,79.7,688,112,40,47,85.1,11,14,78.6,2,5,40,1,0.6,0.2,0.4,8,1,2,0,2,https://fbref.com/en/players/c92e1a31/Kelechi-Iheanacho
1108,2023,Leicester City,Premier League,James Justin,ENG,DF,24-264,1998,13.9,667,819,81.4,10404,3063,371,408,90.9,239,282,84.8,39,81,48.1,0,0.3,0.5,-0.3,7,48,12,7,29,https://fbref.com/en/players/fb614c44/James-Justin
1109,2023,Leicester City,Premier League,James Maddison,ENG,"MF,FW",25-356,1996,12.2,449,577,77.8,7657,2186,211,236,89.4,173,211,82,48,94,51.1,4,2.9,2.7,1.1,31,62,11,2,49,https://fbref.com/en/players/ee38d9c5/James-Maddison
1110,2023,Leicester City,Premier League,Nampalys Mendy,SEN,MF,30-144,1992,1.7,69,81,85.2,966,137,40,44,90.9,24,27,88.9,2,2,100,0,0,0,0,0,4,1,0,3,https://fbref.com/en/players/1598599e/Nampalys-Mendy
1111,2023,Leicester City,Premier League,Wilfred Ndidi,NGA,"MF,DF",25-333,1996,7.1,373,426,87.6,5574,1576,193,201,96,152,170,89.4,14,32,43.8,0,0,0.1,0,0,32,0,0,16,https://fbref.com/en/players/6b47c5db/Wilfred-Ndidi
1112,2023,Leicester City,Premier League,Ayoze Pérez,ESP,MF,29-108,1993,1.6,49,65,75.4,661,221,35,41,85.4,10,13,76.9,2,4,50,1,1.2,0.4,-0.2,6,7,3,0,7,https://fbref.com/en/players/819aa8e7/Ayoze-Perez
1113,2023,Leicester City,Premier League,Dennis Praet,BEL,MF,28-184,1994,3,68,89,76.4,964,255,36,44,81.8,25,30,83.3,3,8,37.5,0,0,0.1,0,0,4,3,0,8,https://fbref.com/en/players/86695068/Dennis-Praet
1114,2023,Leicester City,Premier League,Boubakary Soumaré,FRA,MF,23-260,1999,7.4,342,375,91.2,5121,1354,191,202,94.6,120,131,91.6,18,21,85.7,0,0.1,0.2,-0.1,2,29,1,0,23,https://fbref.com/en/players/ae59b359/Boubakary-Soumare
1115,2023,Leicester City,Premier League,Çağlar Söyüncü,TUR,DF,26-175,1996,0.8,39,47,83,667,208,17,18,94.4,21,24,87.5,1,5,20,0,0,0,0,0,2,0,0,3,https://fbref.com/en/players/21166ff4/Caglar-Soyuncu
1116,2023,Leicester City,Premier League,Luke Thomas,ENG,DF,21-157,2001,3,152,186,81.7,2363,1047,84,96,87.5,59,70,84.3,9,14,64.3,0,0,0.1,0,0,9,1,0,16,https://fbref.com/en/players/fc027d02/Luke-Thomas
1117,2023,Leicester City,Premier League,Youri Tielemans,BEL,MF,25-191,1997,12.9,719,851,84.5,11876,3788,347,380,91.3,277,313,88.5,70,107,65.4,1,2.4,2.1,-1.4,18,85,19,6,65,https://fbref.com/en/players/56f7a928/Youri-Tielemans
1118,2023,Leicester City,Premier League,Jamie Vardy,ENG,FW,35-307,1987,8.3,64,109,58.7,801,120,33,48,68.8,20,32,62.5,1,4,25,4,0.4,0.1,3.6,6,2,2,0,3,https://fbref.com/en/players/45963054/Jamie-Vardy
1119,2023,Leicester City,Premier League,Danny Ward,WAL,GK,29-145,1993,15,423,567,74.6,9914,6004,107,107,100,229,230,99.6,87,223,39,0,0,0,0,0,6,0,0,0,https://fbref.com/en/players/d3ce0e89/Danny-Ward
1120,2023,Lens,Ligue 1,Salis Abdul Samed,GHA,MF,22-233,2000,15,830,909,91.3,13422,3274,399,433,92.1,358,377,95,48,61,78.7,0,0.4,0.9,-0.4,9,81,10,1,58,https://fbref.com/en/players/82464ce3/Salis-Abdul-Samed
1121,2023,Lens,Ligue 1,Patrick Berg,NOR,"MF,FW",24-355,1997,0.3,17,20,85,319,133,8,8,100,5,6,83.3,3,3,100,0,0,0,0,1,3,1,0,3,https://fbref.com/en/players/e4114f5d/Patrick-Berg
1122,2023,Lens,Ligue 1,Ismaëlben Boura,FRA,"DF,FW",22-092,2000,0.8,32,42,76.2,464,179,18,22,81.8,14,16,87.5,0,2,0,0,0.2,0.4,-0.2,1,0,1,0,2,https://fbref.com/en/players/62e02107/Ismaelben-Boura
1123,2023,Lens,Ligue 1,Adam Buksa,POL,"FW,MF",26-125,1996,0.7,8,16,50,130,15,3,6,50,4,6,66.7,0,1,0,0,0,0,0,0,1,0,0,0,https://fbref.com/en/players/3b676989/Adam-Buksa
1124,2023,Lens,Ligue 1,Jimmy Cabot,FRA,"DF,MF",28-210,1994,5.7,261,346,75.4,4629,1527,123,137,89.8,102,130,78.5,32,68,47.1,1,2.1,2,-1.1,17,19,13,4,29,https://fbref.com/en/players/46359159/Jimmy-Cabot
1125,2023,Lens,Ligue 1,Alexis Claude-Maurice,FRA,"MF,FW",24-161,1998,2.4,73,94,77.7,916,224,47,54,87,21,30,70,1,3,33.3,2,0.7,0.5,1.3,5,8,0,0,5,https://fbref.com/en/players/741418c3/Alexis-Claude-Maurice
1126,2023,Lens,Ligue 1,David Pereira da Costa,POR,"MF,FW",21-313,2001,10.9,391,487,80.3,6218,1750,194,224,86.6,162,196,82.7,22,35,62.9,3,3.3,2.6,-0.3,21,46,18,3,49,https://fbref.com/en/players/59948ef7/David-Pereira-da-Costa
1127,2023,Lens,Ligue 1,Kevin Danso,AUT,DF,24-056,1998,15,832,936,88.9,15924,5561,255,279,91.4,492,531,92.7,76,107,71,1,0.8,0.9,0.2,4,50,2,0,35,https://fbref.com/en/players/6e33125f/Kevin-Danso
1128,2023,Lens,Ligue 1,Seko Fofana,CIV,MF,27-191,1995,12.4,599,666,89.9,9984,2154,297,321,92.5,234,255,91.8,48,58,82.8,2,1.7,1.3,0.3,15,57,11,2,44,https://fbref.com/en/players/5313ed43/Seko-Fofana
1129,2023,Lens,Ligue 1,Steven Fortes,CPV,DF,30-211,1992,0.1,1,3,33.3,15,11,0,1,0,1,2,50,0,0,NA,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/574aa9ec/Steven-Fortes
1130,2023,Lens,Ligue 1,Przemysław Frankowski,POL,"DF,MF",27-216,1995,11.2,514,686,74.9,8633,3186,262,297,88.2,187,255,73.3,50,103,48.5,2,2,2.3,0,23,43,19,6,49,https://fbref.com/en/players/00a8d210/Przemyslaw-Frankowski
1131,2023,Lens,Ligue 1,Ignatius Ganago,CMR,FW,23-271,1999,0.7,10,11,90.9,204,74,3,3,100,6,7,85.7,1,1,100,0,0,0,0,0,1,0,0,3,https://fbref.com/en/players/23c63b7f/Ignatius-Ganago
1132,2023,Lens,Ligue 1,Jonathan Gradit,FRA,DF,29-355,1992,8.8,546,598,91.3,9850,3845,202,219,92.2,283,302,93.7,45,56,80.4,2,0.3,0.2,1.7,4,66,4,1,53,https://fbref.com/en/players/06c48679/Jonathan-Gradit
1133,2023,Lens,Ligue 1,Massadio Haïdara,MLI,DF,29-347,1992,8.3,407,462,88.1,6801,2243,192,212,90.6,175,197,88.8,27,37,73,0,0.2,0.3,-0.2,3,28,3,0,29,https://fbref.com/en/players/5167c97e/Massadio-Haidara
1134,2023,Lens,Ligue 1,Gaël Kakuta,COD,FW,31-146,1991,0.2,12,16,75,172,14,5,6,83.3,4,6,66.7,1,2,50,0,0,0,0,0,2,0,0,1,https://fbref.com/en/players/5b1bf5e3/Gael-Kakuta
1135,2023,Lens,Ligue 1,Deiver Machado,COL,"DF,MF",29-073,1993,11.1,332,395,84.1,5321,1321,171,193,88.6,118,139,84.9,28,41,68.3,1,0.8,1.2,0.2,7,15,13,8,15,https://fbref.com/en/players/b3f8bdef/Deiver-Machado
1136,2023,Lens,Ligue 1,Facundo Medina,ARG,DF,23-170,1999,13.6,1007,1132,89,16806,6511,483,515,93.8,396,440,90,84,124,67.7,1,0.5,0.7,0.5,6,86,6,2,78,https://fbref.com/en/players/6f5ec8bb/Facundo-Medina
1137,2023,Lens,Ligue 1,Jean Onana,CMR,MF,22-310,2000,1.6,62,72,86.1,982,235,31,33,93.9,23,26,88.5,5,9,55.6,0,0,0,0,1,5,2,1,4,https://fbref.com/en/players/b5bb8188/Jean-Onana
1138,2023,Lens,Ligue 1,Loïs Openda,BEL,FW,22-271,2000,10.5,128,189,67.7,1868,390,55,83,66.3,52,62,83.9,4,14,28.6,0,1.2,1.1,-1.2,9,8,5,1,13,https://fbref.com/en/players/8652a85c/Lois-Openda
1139,2023,Lens,Ligue 1,Łukasz Poręba,POL,MF,22-246,2000,2.2,80,97,82.5,1223,388,38,44,86.4,30,36,83.3,6,10,60,1,0.6,0.2,0.4,3,8,4,1,11,https://fbref.com/en/players/be98f358/Lukasz-Poreba
1140,2023,Lens,Ligue 1,Wesley Saïd,FRA,"FW,MF",27-209,1995,4.4,102,123,82.9,1520,356,58,69,84.1,34,39,87.2,7,9,77.8,0,0.9,0.4,-0.9,6,11,11,0,14,https://fbref.com/en/players/90fcf472/Wesley-Said
1141,2023,Lens,Ligue 1,Brice Samba,CGO,GK,28-203,1994,15,391,513,76.2,10375,7102,90,90,100,167,171,97.7,128,244,52.5,0,0,0,0,0,9,1,0,1,https://fbref.com/en/players/60d90c55/Brice-Samba
1142,2023,Lens,Ligue 1,Florian Sotoca,FRA,"MF,FW",32-020,1990,13.7,496,636,78,8611,2516,227,270,84.1,188,239,78.7,58,82,70.7,5,4.3,3.6,0.7,30,61,25,7,74,https://fbref.com/en/players/7a42d0df/Florian-Sotoca
1143,2023,Lens,Ligue 1,Christopher Wooh,CMR,MF,21-057,2001,0,2,2,100,38,7,1,1,100,1,1,100,0,0,NA,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/b003239d/Christopher-Wooh
1144,2023,Leverkusen,Bundesliga,Amine Adli,FRA,FW,22-188,2000,3.9,92,113,81.4,1194,235,55,66,83.3,26,26,100,3,6,50,1,0.6,0.4,0.4,4,8,2,0,7,https://fbref.com/en/players/dcfb17f4/Amine-Adli
1145,2023,Leverkusen,Bundesliga,Nadiem Amiri,GER,"MF,FW",26-018,1996,4.7,164,203,80.8,2617,566,88,99,88.9,59,66,89.4,14,23,60.9,1,0.5,0.8,0.5,5,15,3,0,13,https://fbref.com/en/players/555d5edd/Nadiem-Amiri
1146,2023,Leverkusen,Bundesliga,Robert Andrich,GER,MF,28-053,1994,10.9,503,601,83.7,8100,2028,254,288,88.2,189,220,85.9,38,55,69.1,2,0.6,0.4,1.4,8,40,6,1,42,https://fbref.com/en/players/e0b113a7/Robert-Andrich
1147,2023,Leverkusen,Bundesliga,Charles Aránguiz,CHI,MF,33-211,1989,5.5,248,311,79.7,3706,1211,136,154,88.3,84,96,87.5,15,39,38.5,0,0.2,0.2,-0.2,3,21,3,0,24,https://fbref.com/en/players/56413b1f/Charles-Aranguiz
1148,2023,Leverkusen,Bundesliga,Ayman Azhil,MAR,MF,21-218,2001,0,0,0,NA,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/ce81d82d/Ayman-Azhil
1149,2023,Leverkusen,Bundesliga,Sardar Azmoun,IRN,"MF,FW",27-317,1995,3.1,44,74,59.5,637,253,24,36,66.7,12,20,60,3,7,42.9,0,1.1,0.5,-1.1,6,8,1,0,10,https://fbref.com/en/players/10549b49/Sardar-Azmoun
1150,2023,Leverkusen,Bundesliga,Mitchel Bakker,NED,"MF,DF",22-147,2000,8.5,378,484,78.1,6025,1772,205,234,87.6,148,186,79.6,21,45,46.7,1,0.8,0.3,0.2,6,12,6,1,21,https://fbref.com/en/players/a8567629/Mitchel-Bakker
1151,2023,Leverkusen,Bundesliga,Karim Bellarabi,GER,FW,32-220,1990,0.5,7,14,50,82,29,5,7,71.4,2,6,33.3,0,0,NA,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/bee0bab1/Karim-Bellarabi
1152,2023,Leverkusen,Bundesliga,Kerem Demirbay,GER,MF,29-134,1993,8.7,396,532,74.4,6860,2360,182,212,85.8,151,182,83,45,103,43.7,3,1.4,2.4,1.6,12,38,7,3,36,https://fbref.com/en/players/54b4dc4e/Kerem-Demirbay
1153,2023,Leverkusen,Bundesliga,Moussa Diaby,FRA,FW,23-130,1999,13.9,352,469,75.1,5258,1155,196,242,81,111,137,81,26,51,51,3,4.1,3.3,-1.1,28,22,21,8,29,https://fbref.com/en/players/aeed5c06/Moussa-Diaby
1154,2023,Leverkusen,Bundesliga,Timothy Fosu-Mensah,NED,DF,24-316,1998,1.3,61,76,80.3,860,177,40,45,88.9,18,22,81.8,1,4,25,0,0,0,0,2,1,1,0,3,https://fbref.com/en/players/a9142dc3/Timothy-Fosu-Mensah
1155,2023,Leverkusen,Bundesliga,Jeremie Frimpong,NED,"DF,MF",21-339,2000,13.1,423,545,77.6,5611,1980,291,332,87.7,104,136,76.5,14,33,42.4,2,2.8,2.7,-0.8,14,20,13,5,24,https://fbref.com/en/players/74f2e748/Jeremie-Frimpong
1156,2023,Leverkusen,Bundesliga,Piero Hincapié,ECU,DF,20-309,2002,11.2,598,724,82.6,9747,2931,315,341,92.4,243,283,85.9,36,74,48.6,0,0.3,0.4,-0.3,4,21,4,2,22,https://fbref.com/en/players/0c7a48f8/Piero-Hincapie
1157,2023,Leverkusen,Bundesliga,Adam Hložek,CZE,"FW,MF",20-112,2002,6.4,120,153,78.4,1824,611,76,88,86.4,26,31,83.9,13,21,61.9,2,1.5,0.8,0.5,13,16,3,0,18,https://fbref.com/en/players/5521f419/Adam-Hlozek
1158,2023,Leverkusen,Bundesliga,Lukáš Hrádecký,FIN,GK,32-355,1989,14,354,479,73.9,9165,6738,80,82,97.6,176,178,98.9,96,217,44.2,0,0,0,0,0,5,1,0,0,https://fbref.com/en/players/ad3389d5/Lukas-Hradecky
1159,2023,Leverkusen,Bundesliga,Callum Hudson-Odoi,ENG,"FW,MF",22-007,2000,5.3,168,197,85.3,2772,652,92,103,89.3,56,64,87.5,17,22,77.3,1,0.7,0.8,0.3,12,15,6,1,16,https://fbref.com/en/players/15f3ec41/Callum-Hudson-Odoi
1160,2023,Leverkusen,Bundesliga,Odilon Kossonou,CIV,DF,21-314,2001,5.8,280,336,83.3,4503,1613,131,145,90.3,126,142,88.7,17,32,53.1,1,0.1,0.5,0.9,2,26,2,1,18,https://fbref.com/en/players/1f3afdcb/Odilon-Kossonou
1161,2023,Leverkusen,Bundesliga,Andrey Lunyov,RUS,GK,31-001,1991,1,35,44,79.5,880,702,9,9,100,17,19,89.5,9,16,56.3,0,0,0,0,0,1,0,0,0,https://fbref.com/en/players/8a6ab963/Andrey-Lunyov
1162,2023,Leverkusen,Bundesliga,Exequiel Palacios,ARG,MF,24-040,1998,6.3,313,368,85.1,4916,1358,149,175,85.1,130,144,90.3,17,23,73.9,1,0.7,1,0.3,6,29,8,1,32,https://fbref.com/en/players/e82adcab/Exequiel-Palacios
1163,2023,Leverkusen,Bundesliga,Paulinho,BRA,FW,22-122,2000,0.9,23,28,82.1,279,86,16,19,84.2,5,6,83.3,0,0,NA,0,0,0,0,0,1,0,0,3,https://fbref.com/en/players/53070b63/Paulinho
1164,2023,Leverkusen,Bundesliga,Joel Pohjanpalo,FIN,"FW,MF",28-062,1994,0,0,1,0,0,0,0,0,NA,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/ea003d07/Joel-Pohjanpalo
1165,2023,Leverkusen,Bundesliga,Patrik Schick,CZE,FW,26-294,1996,9.5,158,227,69.6,1918,406,102,141,72.3,40,59,67.8,3,5,60,0,0.5,0.4,-0.5,9,3,7,1,11,https://fbref.com/en/players/5d4f7d61/Patrik-Schick
1166,2023,Leverkusen,Bundesliga,Daley Sinkgraven,NED,"DF,FW",27-133,1995,2,61,84,72.6,985,252,36,41,87.8,18,27,66.7,6,14,42.9,1,0.7,0,0.3,2,4,0,0,3,https://fbref.com/en/players/73000a79/Daley-Sinkgraven
1167,2023,Leverkusen,Bundesliga,Jonathan Tah,GER,DF,26-276,1996,13.6,703,791,88.9,12892,4481,266,283,94,379,410,92.4,55,87,63.2,0,0.4,0.1,-0.4,5,25,0,0,20,https://fbref.com/en/players/bd142efb/Jonathan-Tah
1168,2023,Leverkusen,Bundesliga,Edmond Tapsoba,BFA,DF,23-285,1999,14.6,864,1001,86.3,16458,6672,318,348,91.4,435,469,92.8,104,166,62.7,0,0.8,0.8,-0.8,3,65,5,0,54,https://fbref.com/en/players/a73c8f95/Edmond-Tapsoba
1169,2023,Lille,Ligue 1,Benjamin André,FRA,MF,32-103,1990,13.5,696,824,84.5,11878,3826,324,365,88.8,275,310,88.7,69,95,72.6,1,0.7,0.9,0.3,9,93,11,0,78,https://fbref.com/en/players/ef9c1c95/Benjamin-Andre
1170,2023,Lille,Ligue 1,Carlos Baleba,CMR,MF,18-315,2004,0.7,34,45,75.6,656,117,14,16,87.5,13,19,68.4,5,6,83.3,0,0,0,0,0,5,0,0,3,https://fbref.com/en/players/a1390d2f/Carlos-Baleba
1171,2023,Lille,Ligue 1,Jonathan Bamba,FRA,FW,26-233,1996,13.9,493,628,78.5,6894,1995,302,354,85.3,139,166,83.7,25,43,58.1,3,3,2.7,0,24,38,22,5,44,https://fbref.com/en/players/b2bd0f6c/Jonathan-Bamba
1172,2023,Lille,Ligue 1,Rémy Cabella,FRA,"MF,FW",32-251,1990,8,463,559,82.8,6913,2298,258,291,88.7,145,173,83.8,29,48,60.4,5,2.6,4.2,2.4,27,52,21,4,66,https://fbref.com/en/players/148e136f/Remy-Cabella
1173,2023,Lille,Ligue 1,Leonardo César Jardim,BRA,GK,27-239,1995,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,https://fbref.com/en/players/f5dfc256/Leonardo-Cesar-Jardim
1174,2023,Lille,Ligue 1,Lucas Chevalier,FRA,GK,21-008,2001,9,171,261,65.5,4156,2895,47,47,100,81,82,98.8,43,132,32.6,0,0,0,0,0,2,0,0,0,https://fbref.com/en/players/b3d76d84/Lucas-Chevalier
1175,2023,Lille,Ligue 1,Jonathan David,CAN,FW,22-304,2000,14.8,286,343,83.4,3801,774,179,201,89.1,78,94,83,11,12,91.7,3,3.1,1.8,-0.1,21,13,12,2,20,https://fbref.com/en/players/ce50fd99/Jonathan-David
1176,2023,Lille,Ligue 1,Bafodé Diakité,FRA,DF,21-312,2001,12.4,677,786,86.1,10857,3680,327,358,91.3,290,332,87.3,42,58,72.4,0,0.4,0.6,-0.4,3,55,9,2,42,https://fbref.com/en/players/1bfb6fef/Bafode-Diakite
1177,2023,Lille,Ligue 1,Tiago Djaló,POR,DF,22-219,2000,12.3,718,784,91.6,12596,4298,297,319,93.1,352,368,95.7,56,70,80,0,0,0.1,0,1,36,0,0,23,https://fbref.com/en/players/b2336681/Tiago-Djalo
1178,2023,Lille,Ligue 1,José Fonte,POR,DF,38-327,1983,14,793,887,89.4,15009,5294,287,302,95,409,445,91.9,85,124,68.5,0,0.3,0.6,-0.3,3,44,0,0,26,https://fbref.com/en/players/90f87966/Jose-Fonte
1179,2023,Lille,Ligue 1,André Gomes,POR,MF,29-107,1993,6,337,400,84.3,5600,1616,163,182,89.6,137,150,91.3,27,46,58.7,0,0.5,0.6,-0.5,6,35,7,0,31,https://fbref.com/en/players/1961b2aa/Andre-Gomes
